G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.131,33.82,-1375.87,0.1362678,0.9176002,0.3733551,0.0068539,0.096405186,Enabled,97.54,137.698,-1390.003,0.0105281,0.0206873,-0.6704898,0.7415555,0.30078983306884766
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.14,33.767,-1375.943,0.1341619,0.9179277,0.3733326,0.005659,0.095535599,Enabled,97.558,137.695,-1389.999,0.0104665,0.0205893,-0.67048,0.741568,0.29245397448539734
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.131,33.779,-1375.855,0.1353877,0.9177372,0.3733454,0.00647,0.096036732,Enabled,97.528,137.713,-1390.004,0.0105947,0.0207522,-0.6705478,0.7415003,0.30376315116882324
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.123,33.797,-1375.888,0.1353032,0.9177327,0.3733894,0.0063394,0.09471783,Enabled,97.556,137.713,-1390.002,0.0104796,0.0206149,-0.6705167,0.7415339,0.3130004107952118
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.109,33.816,-1376.049,0.1351332,0.9177237,0.3734818,0.0057875,0.098735802,Enabled,97.54,137.726,-1390.017,0.0105318,0.020689,-0.6705641,0.7414883,0.3070449233055115
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.076,33.907,-1375.926,0.1352471,0.9176162,0.3737014,0.0059972,0.0973638,Enabled,97.507,137.682,-1389.983,0.0106775,0.0207849,-0.6704234,0.7416106,0.2989184856414795
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.089,33.954,-1376.057,0.1360005,0.9174567,0.3738204,0.0059485,0.097078927,Enabled,97.569,137.696,-1389.998,0.0104534,0.0205851,-0.6704881,0.7415609,0.30768704414367676
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.164,33.977,-1376.02,0.1354227,0.9175841,0.3737237,0.0055538,0.094606936,Enabled,97.514,137.716,-1390.002,0.010603,0.0207597,-0.6705431,0.7415043,0.3078129291534424
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.257,34.002,-1375.945,0.1361835,0.9175115,0.3736177,0.0060509,0.10063564777374268,Enabled,97.539,137.68,-1389.992,0.0105764,0.0207053,-0.6704161,0.741621,0.3144936263561249
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.376,33.959,-1375.956,0.1341091,0.9179032,0.3734235,0.0048444,0.098006181,Enabled,97.538,137.707,-1390.002,0.0105681,0.0207085,-0.6705309,0.7415172,0.3022962510585785
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.359,34.001,-1376.008,0.135469,0.9176581,0.37353,0.0052065,0.10154371708631516,Enabled,97.528,137.7,-1389.997,0.0105557,0.0207014,-0.6704688,0.7415738,0.29845306277275085
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.344,34.03,-1376.045,0.1348064,0.9177017,0.3736693,0.0046988,0.09244556,Enabled,97.571,137.685,-1390.002,0.0104366,0.0205659,-0.6704282,0.7416159,0.30901777744293213
